Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Cancelled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Ratings,Payment_Method
2026-01-21,23:48:20,CNR9830428494,Success,CUS72070,Cab Economy,Hasanpura,Tonk Road,8.57,7.9,0,0,0,,570,2.3,3.76,4.18,Cash
2026-01-17,19:25:24,CNR1656488852,Success,CUS90856,Bike,Hasanpura,Civil Lines,8.45,8.48,0,0,0,,213,15.33,4.52,4.09,Net Banking
2026-01-22,23:02:53,CNR3233525824,Incomplete,CUS84811,Cab Economy,Jawahar Nagar,Shyam Nagar,,,0,0,1,Other Issue,370,,,,Credit Card
2026-01-20,23:37:33,CNR2310094896,Incomplete,CUS96967,Cab Premium,Lal Kothi,Bani Park,,,0,0,1,Vehicle Breakdown,602,,,,Wallet
2026-01-05,16:19:55,CNR2309500691,Cancelled by Driver,CUS65400,Cab XL,Transport Nagar,Vaishali Nagar,,,0,1,0,,83,,,,Credit Card
2026-01-23,19:06:35,CNR6633546719,Cancelled by Driver,CUS59559,Cab Priority,Ramganj,Vaishali Nagar,,,0,1,0,,380,,,,Net Banking
2026-01-13,09:23:06,CNR9418945407,Success,CUS80864,Auto,Tilak Nagar,Jawahar Nagar,7.67,10.33,0,0,0,,84,11.47,4.47,4.3,Net Banking
2026-01-01,18:11:50,CNR1007998838,Cancelled by Customer,CUS58806,Auto,Malviya Nagar,Jagatpura,,,1,0,0,,314,,,,Wallet
2026-01-29,14:46:20,CNR4802426427,Success,CUS58740,Bike,Ajmer Road,Kukas,3.5,6.42,0,0,0,,182,6.83,3.95,3.78,Debit Card
2026-01-25,15:26:27,CNR2877660343,Success,CUS38934,Cab Priority,Bapu Nagar,Adarsh Nagar,6.46,9.12,0,0,0,,265,8.71,3.6,4.57,Cash
2026-01-19,11:08:54,CNR6050878601,Incomplete,CUS56761,Cab Economy,Transport Nagar,Patrakar Colony,,,0,0,1,Other Issue,357,,,,Net Banking
2026-01-31,22:20:12,CNR1626315852,Incomplete,CUS94175,Auto,Gopalpura,Civil Lines,,,0,0,1,Other Issue,263,,,,Credit Card
2026-01-01,20:23:11,CNR9461452969,Success,CUS88448,Cab Priority,Jhotwara,Mansarovar,3.26,3.41,0,0,0,,110,1.87,4.34,4.81,Credit Card
2026-01-21,19:49:07,CNR8326775488,Success,CUS62611,Bike,Mahesh Nagar,Vidhyadhar Nagar,3.16,12.34,0,0,0,,331,3.31,3.71,3.94,Cash
2026-01-02,10:39:21,CNR3701097327,Incomplete,CUS76716,Auto,Transport Nagar,Chandpole,,,0,0,1,Other Issue,628,,,,Net Banking
2026-01-19,01:27:18,CNR6267890208,Incomplete,CUS22779,Cab Priority,MI Road,Mansarovar,,,0,0,1,Customer Demand,458,,,,Credit Card
2026-01-20,19:52:24,CNR9157157424,Success,CUS87468,Auto,Transport Nagar,Hasanpura,5.96,3.9,0,0,0,,305,10.69,3.84,4.06,UPI
2026-01-08,08:09:22,CNR2063987016,Incomplete,CUS96030,Bike,Sitapura,Mansarovar,,,0,0,1,Customer Demand,434,,,,Wallet
2026-01-15,19:32:21,CNR4667767513,Cancelled by Driver,CUS14315,Cab XL,MI Road,Jhotwara,,,0,1,0,,467,,,,Debit Card
2026-01-16,13:38:11,CNR8135424785,Success,CUS85598,Cab XL,Kalwar Road,Shyam Nagar,3.18,13.43,0,0,0,,380,2.38,4.42,3.82,Debit Card
2026-01-20,21:07:03,CNR2073595848,Success,CUS76265,Cab XL,Chandpole,JLN Marg,2.17,8.09,0,0,0,,646,5.73,4.95,4.05,Debit Card
2026-01-17,01:14:01,CNR1539329364,Incomplete,CUS76945,Cab Premium,Shastri Nagar,Vaishali Nagar,,,0,0,1,Other Issue,213,,,,UPI
2026-01-22,08:40:44,CNR8942624208,Success,CUS10325,Bike,Tonk Road,Chitrakoot,8.91,11.71,0,0,0,,215,10.05,4.97,3.92,UPI
2026-01-08,20:53:45,CNR1095027137,Cancelled by Driver,CUS95266,Cab Premium,Kukas,Gopalpura,,,0,1,0,,105,,,,Cash
2026-01-28,03:00:35,CNR7026280936,Success,CUS67816,Cab XL,Lal Kothi,Pratap Nagar,4.29,11.19,0,0,0,,132,15.16,4.32,4.29,UPI
2026-01-21,02:41:20,CNR9384330784,Success,CUS70950,Cab Priority,Vidhyadhar Nagar,Transport Nagar,5.58,14.21,0,0,0,,996,7.85,4.53,4.02,Debit Card
2026-01-23,12:01:58,CNR6431319271,Cancelled by Driver,CUS76798,Cab Priority,Pratap Nagar,Vaishali Nagar,,,0,1,0,,547,,,,UPI
2026-01-03,13:43:32,CNR3507816270,Success,CUS74814,Cab Priority,Bani Park,Sindhi Camp,3.01,5.56,0,0,0,,460,10.78,3.95,4.47,Cash
2026-01-16,03:03:16,CNR2524543244,Cancelled by Driver,CUS52870,Cab Economy,Sodala,Khatipura,,,0,1,0,,501,,,,Cash
2026-01-19,11:17:36,CNR4260548735,Success,CUS23611,Cab XL,Tilak Nagar,Subhash Chowk,7.42,13.16,0,0,0,,623,15.04,4.94,4.2,Net Banking
2026-01-21,07:55:19,CNR1357638985,Cancelled by Driver,CUS33058,Cab XL,Triveni Nagar,Tilak Nagar,,,0,1,0,,998,,,,Debit Card
2026-01-03,16:14:20,CNR4238372295,Cancelled by Driver,CUS11795,Auto,Govindpuri,Brahmpuri,,,0,1,0,,732,,,,Debit Card
2026-01-15,04:39:50,CNR8629071256,Cancelled by Customer,CUS74861,Cab XL,Hasanpura,Jagatpura,,,1,0,0,,198,,,,Cash
2026-01-16,07:52:45,CNR9011092350,Success,CUS10277,Cab Priority,Kukas,Bani Park,5.15,6.52,0,0,0,,166,9.49,4.38,3.76,Credit Card
2026-01-21,01:39:55,CNR2541649189,Incomplete,CUS85497,Cab Economy,Ghat Gate,Sawai Ram Singh Road,,,0,0,1,Other Issue,598,,,,Debit Card
2026-01-16,19:12:01,CNR4066370242,Incomplete,CUS84417,Bike,Transport Nagar,Patrakar Colony,,,0,0,1,Vehicle Breakdown,382,,,,Cash
2026-01-18,01:07:33,CNR2022222520,Success,CUS22909,Bike,Ajmer Road,Subhash Chowk,4.82,7.16,0,0,0,,351,5.09,3.77,3.85,Debit Card
2026-01-18,05:50:53,CNR8862274810,Success,CUS92625,Cab XL,Sitapura,JLN Marg,4.94,4.51,0,0,0,,821,1.62,3.98,4.51,Net Banking
2026-01-20,09:56:55,CNR2712255153,Success,CUS53394,Cab Premium,Narayan Singh Circle,Hasanpura,8.19,13.24,0,0,0,,847,7.86,4.85,4.05,Debit Card
2026-01-22,11:31:14,CNR9131500296,Success,CUS95801,Cab Premium,Chitrakoot,Murlipura,2.44,3.77,0,0,0,,945,2.34,4.34,4.82,Cash
2026-01-05,12:44:53,CNR4117626369,Success,CUS55570,Cab Priority,Patrakar Colony,Ghat Gate,6.61,8.71,0,0,0,,317,7.34,4.39,3.77,Cash
2026-01-25,14:34:52,CNR2638787840,Success,CUS33767,Auto,Vidhyadhar Nagar,Ramganj,2.49,9.57,0,0,0,,757,15.44,4.86,4.25,Wallet
2026-01-22,01:02:24,CNR9000160804,Cancelled by Driver,CUS15640,Cab Economy,Chitrakoot,Brahmpuri,,,0,1,0,,399,,,,UPI
2026-01-28,16:26:02,CNR8797042226,Success,CUS92530,Bike,Govindpuri,Patrakar Colony,2.32,11.0,0,0,0,,492,14.63,3.89,4.49,Credit Card
2026-01-16,18:55:08,CNR8755177132,Success,CUS62893,Cab Economy,Kalwar Road,Pratap Nagar,4.27,11.83,0,0,0,,639,3.96,4.38,4.78,Debit Card
2026-01-31,22:18:20,CNR4772804943,Success,CUS44086,Cab Priority,Tilak Nagar,Vaishali Nagar,10.13,9.05,0,0,0,,397,7.38,3.65,4.96,UPI
2026-01-15,11:15:04,CNR8702582406,Success,CUS95901,Auto,Triveni Nagar,Sanganer,2.79,9.78,0,0,0,,108,2.56,4.33,4.26,Net Banking
2026-01-22,07:33:11,CNR2421882986,Success,CUS50791,Cab Priority,Jhotwara,Mansarovar,2.74,6.2,0,0,0,,112,5.42,3.63,3.57,UPI
2026-01-16,13:59:20,CNR4069257456,Success,CUS98974,Cab Premium,Amer,Govindpuri,8.42,9.82,0,0,0,,458,16.13,4.76,4.94,Credit Card
2026-01-26,09:51:03,CNR6383132854,Success,CUS96599,Bike,Raja Park,Gopalpura,10.81,13.72,0,0,0,,796,2.7,3.51,3.81,Debit Card
2026-01-29,16:40:49,CNR1963688271,Success,CUS67240,Cab Economy,VKI Area,Khatipura,3.65,14.9,0,0,0,,502,12.13,4.41,4.51,Wallet
2026-01-20,23:32:41,CNR8433740894,Success,CUS97894,Cab Premium,Malviya Nagar,Ajmer Road,9.71,14.55,0,0,0,,463,1.99,4.96,4.99,Cash
2026-01-13,06:56:20,CNR7742577988,Cancelled by Customer,CUS14239,Cab Economy,Jagatpura,Chandpole,,,1,0,0,,608,,,,Credit Card
2026-01-15,11:49:47,CNR8233551265,Success,CUS54694,Bike,Nirman Nagar,Raja Park,3.53,8.39,0,0,0,,345,7.31,4.0,4.77,Debit Card
2026-01-29,07:57:07,CNR1107443273,Success,CUS64203,Cab XL,Amer,Bani Park,5.79,11.39,0,0,0,,344,13.92,3.5,4.6,Wallet
2026-01-26,06:06:01,CNR6810975982,Success,CUS24849,Cab Economy,Barkat Nagar,Subhash Chowk,7.75,5.93,0,0,0,,356,1.54,3.51,3.95,Net Banking
2026-01-03,07:20:34,CNR9565428204,Incomplete,CUS74454,Cab Priority,Nirman Nagar,Sanganer,,,0,0,1,Vehicle Breakdown,843,,,,UPI
2026-01-28,16:13:22,CNR2058316702,Success,CUS29232,Auto,Brahmpuri,Adarsh Nagar,7.35,7.33,0,0,0,,144,5.84,4.62,4.42,Cash
2026-01-29,03:12:42,CNR4854761820,Success,CUS62879,Auto,Kukas,Patrakar Colony,10.79,12.17,0,0,0,,273,7.26,3.66,4.05,Credit Card
2026-01-08,22:21:38,CNR3733202351,Cancelled by Driver,CUS22430,Auto,Narayan Singh Circle,Nirman Nagar,,,0,1,0,,1055,,,,Debit Card
2026-01-09,19:05:05,CNR6628758621,Success,CUS32000,Cab XL,Bapu Nagar,VKI Area,3.3,4.24,0,0,0,,304,6.22,3.68,4.11,Debit Card
2026-01-07,15:22:45,CNR8771818851,Cancelled by Driver,CUS92119,Cab Premium,Govindpuri,JLN Marg,,,0,1,0,,401,,,,UPI
2026-01-18,20:57:24,CNR8172887600,Success,CUS48105,Cab Premium,VKI Area,Patrakar Colony,10.36,7.08,0,0,0,,378,1.63,4.64,4.65,Cash
2026-01-22,04:25:52,CNR7733011201,Success,CUS15220,Auto,Jagatpura,Chitrakoot,10.75,10.5,0,0,0,,321,6.28,3.59,4.16,Debit Card
2026-01-03,16:57:23,CNR9321368500,Incomplete,CUS43685,Auto,Barkat Nagar,Kalwar Road,,,0,0,1,Vehicle Breakdown,476,,,,Credit Card
2026-01-26,10:09:51,CNR9939680671,Success,CUS34421,Cab Priority,MI Road,Murlipura,6.91,9.43,0,0,0,,103,10.68,4.31,3.73,Net Banking
2026-01-02,09:44:12,CNR4748086355,Success,CUS78845,Cab Priority,Sodala,Transport Nagar,10.19,7.09,0,0,0,,377,6.42,4.18,4.85,Net Banking
2026-01-03,20:23:29,CNR9108637497,Success,CUS96341,Cab Priority,C-Scheme,Ramganj,8.24,10.75,0,0,0,,958,15.93,4.45,4.36,Cash
2026-01-20,06:56:49,CNR8098018714,Incomplete,CUS89771,Cab Premium,Jagatpura,Durgapura,,,0,0,1,Vehicle Breakdown,174,,,,Cash
2026-01-31,19:59:17,CNR2833294542,Success,CUS44191,Bike,Bapu Nagar,Sawai Ram Singh Road,10.74,8.27,0,0,0,,105,9.85,4.5,4.12,Wallet
2026-01-27,05:08:17,CNR1378891852,Success,CUS64155,Cab Economy,Khatipura,C-Scheme,4.86,4.44,0,0,0,,216,6.79,4.69,4.84,Debit Card
2026-01-27,09:37:30,CNR3798428369,Cancelled by Driver,CUS26432,Cab XL,Govindpuri,MI Road,,,0,1,0,,642,,,,Debit Card
2026-01-30,17:22:55,CNR5944007615,Incomplete,CUS44853,Auto,Govindpuri,Barkat Nagar,,,0,0,1,Customer Demand,249,,,,Wallet
2026-01-30,20:58:07,CNR8831334153,Cancelled by Driver,CUS49915,Cab Premium,Murlipura,Nirman Nagar,,,0,1,0,,378,,,,Debit Card
2026-01-11,17:44:11,CNR3274914776,Success,CUS20807,Bike,Malviya Nagar,Kukas,5.8,13.94,0,0,0,,226,6.04,4.19,4.38,Net Banking
2026-01-20,08:48:09,CNR2409353849,Incomplete,CUS92882,Cab Priority,Shastri Nagar,Lal Kothi,,,0,0,1,Customer Demand,198,,,,Credit Card
2026-01-02,05:03:45,CNR1658541320,Success,CUS14661,Auto,Jawahar Nagar,Kukas,8.77,4.35,0,0,0,,159,13.24,4.84,4.88,UPI
2026-01-15,22:54:19,CNR5900347369,Incomplete,CUS19370,Auto,Chitrakoot,Hasanpura,,,0,0,1,Vehicle Breakdown,225,,,,Wallet
2026-01-01,06:00:43,CNR5165961620,Incomplete,CUS61872,Bike,Nirman Nagar,Tonk Road,,,0,0,1,Customer Demand,223,,,,Net Banking
2026-01-19,11:39:57,CNR8758490676,Success,CUS34808,Cab Priority,Bapu Nagar,Malviya Nagar,2.9,9.2,0,0,0,,249,13.83,3.68,4.95,Debit Card
2026-01-31,02:02:21,CNR3095713135,Success,CUS44030,Cab Premium,Khatipura,C-Scheme,7.3,12.61,0,0,0,,121,17.63,4.46,3.5,Wallet
2026-01-09,10:32:21,CNR2801888476,Success,CUS67907,Cab Priority,Brahmpuri,Chitrakoot,6.76,7.99,0,0,0,,719,10.49,4.66,4.25,Net Banking
2026-01-09,18:06:53,CNR7233218105,Success,CUS10089,Cab Premium,Vaishali Nagar,Gopalpura,10.45,4.64,0,0,0,,407,15.97,3.68,4.44,Wallet
2026-01-20,02:43:37,CNR3356056381,Success,CUS98773,Cab XL,Vidhyadhar Nagar,Subhash Chowk,4.05,7.02,0,0,0,,494,9.5,4.55,3.71,Net Banking
2026-01-03,17:49:36,CNR4040636920,Success,CUS84529,Cab XL,Ghat Gate,Vidhyadhar Nagar,3.08,12.78,0,0,0,,431,2.32,3.63,4.5,Cash
2026-01-27,02:04:21,CNR7633373221,Incomplete,CUS38501,Auto,Civil Lines,VKI Area,,,0,0,1,Customer Demand,567,,,,Wallet
2026-01-31,06:34:29,CNR3007845997,Cancelled by Driver,CUS27379,Auto,Jawahar Nagar,Triveni Nagar,,,0,1,0,,147,,,,Credit Card
2026-01-02,08:22:04,CNR5780104271,Cancelled by Driver,CUS89217,Bike,Malviya Nagar,Shyam Nagar,,,0,1,0,,249,,,,Net Banking
2026-01-04,08:44:00,CNR9896770291,Success,CUS72338,Auto,Kalwar Road,Amer,4.12,12.94,0,0,0,,143,17.16,4.47,4.38,Credit Card
2026-01-13,05:15:11,CNR4308758659,Success,CUS55023,Auto,Sindhi Camp,Malviya Nagar,4.15,5.53,0,0,0,,199,11.92,4.47,3.92,Net Banking
2026-01-21,15:24:29,CNR6938524450,Success,CUS30665,Auto,Pratap Nagar,Bapu Nagar,9.02,7.03,0,0,0,,406,11.44,4.04,4.09,Credit Card
2026-01-20,07:45:31,CNR9531196615,Incomplete,CUS32509,Cab Priority,Sodala,Sindhi Camp,,,0,0,1,Customer Demand,781,,,,UPI
2026-01-05,02:48:16,CNR6705576315,Cancelled by Driver,CUS35841,Cab XL,Murlipura,Jawahar Nagar,,,0,1,0,,145,,,,Cash
2026-01-02,14:17:22,CNR5252755452,Success,CUS82915,Cab XL,Lal Kothi,Pratap Nagar,5.52,8.6,0,0,0,,246,12.34,4.01,3.7,Wallet
2026-01-07,10:09:34,CNR9925347087,Success,CUS69938,Auto,Subhash Chowk,Narayan Singh Circle,8.93,3.93,0,0,0,,549,15.3,4.03,4.05,Wallet
2026-01-28,18:13:51,CNR9637351665,Incomplete,CUS36206,Bike,Bapu Nagar,Vidhyadhar Nagar,,,0,0,1,Customer Demand,786,,,,Cash
2026-01-13,04:37:39,CNR1851559916,Success,CUS72030,Cab Premium,Sitapura,Bapu Nagar,8.6,14.88,0,0,0,,183,15.88,4.43,4.12,Net Banking
2026-01-30,00:36:59,CNR9719259538,Success,CUS96327,Cab Premium,Kalwar Road,Lal Kothi,3.26,12.01,0,0,0,,169,17.0,3.66,3.85,Wallet
2026-01-29,18:05:06,CNR8796479577,Cancelled by Driver,CUS25817,Cab XL,Sanganer,Bapu Nagar,,,0,1,0,,370,,,,UPI
2026-01-15,04:43:13,CNR4822968388,Success,CUS33495,Cab XL,Bani Park,Chitrakoot,6.9,10.32,0,0,0,,234,10.72,4.25,3.82,Wallet
2026-01-17,21:36:53,CNR8385179914,Success,CUS50403,Bike,Sodala,Sindhi Camp,6.52,9.18,0,0,0,,203,12.19,3.64,3.84,Cash
2026-01-24,03:54:34,CNR4935366390,Success,CUS39753,Cab Economy,Ghat Gate,Sodala,2.09,11.26,0,0,0,,504,5.29,4.09,4.23,Wallet
2026-01-19,20:12:53,CNR5554795114,Success,CUS58036,Bike,Raja Park,JLN Marg,7.34,13.9,0,0,0,,135,3.95,4.72,4.64,Wallet
2026-01-06,05:38:29,CNR5231890428,Cancelled by Driver,CUS12360,Cab Premium,Ramganj,Tonk Road,,,0,1,0,,829,,,,Credit Card
2026-01-19,18:35:28,CNR6314570147,Success,CUS26265,Cab Economy,Pratap Nagar,Narayan Singh Circle,9.28,9.19,0,0,0,,173,13.86,4.4,3.64,Credit Card
2026-01-31,13:42:15,CNR3536831295,Success,CUS18885,Cab Premium,Raja Park,Gopalpura,11.3,13.9,0,0,0,,401,8.37,4.22,3.93,Credit Card
2026-01-12,01:12:09,CNR6698017117,Cancelled by Driver,CUS45582,Cab Priority,Bapu Nagar,MI Road,,,0,1,0,,518,,,,Wallet
2026-01-28,12:24:01,CNR5575146309,Cancelled by Driver,CUS18074,Cab Economy,Jawahar Nagar,Kukas,,,0,1,0,,878,,,,UPI
2026-01-12,17:44:48,CNR9389889943,Cancelled by Driver,CUS30455,Cab Economy,Subhash Chowk,Shyam Nagar,,,0,1,0,,196,,,,Wallet
2026-01-13,02:10:55,CNR3482210472,Success,CUS59403,Cab Economy,Sindhi Camp,Shastri Nagar,8.2,3.74,0,0,0,,576,6.08,3.94,4.04,Cash
2026-01-16,01:59:56,CNR9192656417,Cancelled by Driver,CUS99925,Bike,Sindhi Camp,Govindpuri,,,0,1,0,,378,,,,Cash
2026-01-08,15:13:25,CNR5814633922,Cancelled by Customer,CUS47877,Cab Priority,JLN Marg,Tilak Nagar,,,1,0,0,,132,,,,Wallet
2026-01-08,19:37:18,CNR1354443666,Cancelled by Driver,CUS70270,Cab Economy,Sindhi Camp,Amer,,,0,1,0,,92,,,,Credit Card
2026-01-24,09:06:06,CNR1696442071,Success,CUS85597,Bike,Barkat Nagar,Tonk Road,11.71,7.47,0,0,0,,421,1.6,4.99,4.59,Wallet
2026-01-14,04:44:39,CNR4480983193,Success,CUS14651,Cab XL,Hasanpura,Sodala,6.1,12.31,0,0,0,,153,3.79,4.93,4.91,Cash
2026-01-29,03:27:45,CNR8675021078,Success,CUS83186,Cab XL,MI Road,C-Scheme,6.1,11.61,0,0,0,,213,12.44,4.76,3.59,UPI
2026-01-09,15:44:44,CNR4829973908,Cancelled by Driver,CUS80216,Bike,Chandpole,JLN Marg,,,0,1,0,,223,,,,Wallet
2026-01-28,06:16:11,CNR6787907770,Success,CUS76556,Cab XL,Gopalpura,C-Scheme,10.83,3.19,0,0,0,,175,17.27,4.64,4.24,Wallet
2026-01-18,01:00:38,CNR1163031535,Success,CUS99678,Cab Priority,Sitapura,Hasanpura,10.25,13.85,0,0,0,,225,7.06,4.09,4.14,Cash
2026-01-06,19:52:31,CNR6430546982,Success,CUS11610,Cab Priority,Shyam Nagar,Tilak Nagar,10.68,4.34,0,0,0,,275,3.09,4.69,3.64,Cash
2026-01-02,01:20:38,CNR1389094513,Success,CUS18994,Bike,Transport Nagar,Lal Kothi,10.75,5.41,0,0,0,,112,13.94,4.66,3.65,UPI
2026-01-25,08:25:17,CNR2959665374,Success,CUS10874,Cab Priority,Raja Park,Sodala,5.55,9.81,0,0,0,,827,5.24,3.71,4.86,Credit Card
2026-01-06,14:15:09,CNR4808731326,Success,CUS37333,Auto,VKI Area,Malviya Nagar,4.18,3.68,0,0,0,,432,14.67,4.12,4.11,Credit Card
2026-01-04,21:29:33,CNR8902156961,Success,CUS44809,Auto,Chitrakoot,Shyam Nagar,9.16,6.09,0,0,0,,262,17.77,4.85,3.85,Debit Card
2026-01-21,23:51:49,CNR2147942195,Success,CUS58121,Cab Economy,Govindpuri,Ghat Gate,2.88,11.37,0,0,0,,88,12.96,4.45,4.74,Debit Card
2026-01-15,18:18:16,CNR2678523988,Success,CUS51542,Cab XL,Jhotwara,Mahesh Nagar,7.02,5.82,0,0,0,,939,8.48,3.82,4.28,Cash
2026-01-19,10:07:05,CNR9868757541,Success,CUS57594,Bike,Nirman Nagar,Mahesh Nagar,4.28,10.38,0,0,0,,445,17.19,4.25,4.1,Credit Card
2026-01-10,19:23:27,CNR9641982839,Incomplete,CUS16962,Auto,Jhotwara,Murlipura,,,0,0,1,Other Issue,149,,,,Debit Card
2026-01-25,08:21:55,CNR9402541776,Cancelled by Driver,CUS70497,Cab Economy,Nirman Nagar,Jawahar Nagar,,,0,1,0,,343,,,,Credit Card
2026-01-04,10:14:28,CNR8366708099,Success,CUS54673,Cab XL,Kukas,MI Road,11.45,8.95,0,0,0,,154,5.48,4.85,4.14,UPI
2026-01-08,16:08:00,CNR7286594707,Cancelled by Driver,CUS14892,Cab Priority,Nirman Nagar,Ajmer Road,,,0,1,0,,224,,,,UPI
2026-01-26,18:33:33,CNR6893904157,Success,CUS30060,Auto,Tonk Road,Barkat Nagar,8.3,10.23,0,0,0,,134,6.7,3.86,3.77,Net Banking
2026-01-03,12:07:00,CNR4199306024,Success,CUS91529,Bike,Lal Kothi,Jhotwara,2.71,12.16,0,0,0,,141,2.28,3.54,4.34,Wallet
2026-01-30,19:17:12,CNR9418339064,Success,CUS38564,Cab XL,Narayan Singh Circle,Patrakar Colony,9.16,13.3,0,0,0,,352,16.7,4.87,3.98,Cash
2026-01-24,00:47:59,CNR6571599632,Success,CUS98085,Auto,Jhotwara,Ajmer Road,8.6,3.98,0,0,0,,772,16.57,4.06,4.6,Debit Card
2026-01-25,01:31:13,CNR1181860990,Cancelled by Driver,CUS91975,Cab XL,Nirman Nagar,Tilak Nagar,,,0,1,0,,323,,,,Debit Card
2026-01-15,23:38:27,CNR6280827733,Success,CUS55009,Cab Economy,Sindhi Camp,Subhash Chowk,2.68,12.64,0,0,0,,230,10.99,4.29,4.15,Credit Card
2026-01-02,02:47:17,CNR4539728319,Incomplete,CUS67512,Bike,Nirman Nagar,Barkat Nagar,,,0,0,1,Vehicle Breakdown,194,,,,Cash
2026-01-10,17:33:50,CNR6678443519,Success,CUS56086,Cab Economy,JLN Marg,Triveni Nagar,4.96,13.42,0,0,0,,867,12.63,4.65,4.51,Cash
2026-01-11,00:39:23,CNR3086677366,Success,CUS89506,Cab Economy,Pratap Nagar,Malviya Nagar,2.76,6.36,0,0,0,,278,15.35,4.07,4.82,Net Banking
2026-01-25,03:56:52,CNR5296828599,Cancelled by Customer,CUS67121,Auto,C-Scheme,Mahesh Nagar,,,1,0,0,,291,,,,UPI
2026-01-11,06:24:28,CNR1982193842,Success,CUS64348,Bike,Gopalpura,Kukas,4.3,10.35,0,0,0,,691,11.76,4.53,4.5,Debit Card
2026-01-31,07:21:02,CNR2639562107,Success,CUS18452,Cab XL,Khatipura,Nirman Nagar,10.67,4.97,0,0,0,,126,10.98,4.39,4.69,Net Banking
2026-01-25,13:04:15,CNR8327215348,Success,CUS58537,Bike,Gopalpura,Civil Lines,9.48,13.94,0,0,0,,278,8.8,3.79,4.89,Wallet
2026-01-15,00:31:41,CNR2124411776,Incomplete,CUS71038,Bike,Tilak Nagar,Jawahar Nagar,,,0,0,1,Vehicle Breakdown,334,,,,Credit Card
2026-01-11,08:11:30,CNR6409770915,Success,CUS85819,Cab XL,Narayan Singh Circle,Sodala,11.89,12.26,0,0,0,,265,16.45,4.16,4.48,Debit Card
2026-01-21,03:42:44,CNR4884341448,Cancelled by Driver,CUS75524,Cab Premium,Vaishali Nagar,Vaishali Nagar,,,0,1,0,,623,,,,UPI
2026-01-26,02:24:23,CNR2198499130,Success,CUS72992,Bike,Kukas,Bani Park,7.77,13.0,0,0,0,,391,10.46,4.36,4.33,Net Banking
2026-01-10,08:27:38,CNR3739153630,Incomplete,CUS86481,Cab XL,Bani Park,Sindhi Camp,,,0,0,1,Vehicle Breakdown,291,,,,Credit Card
2026-01-03,12:25:25,CNR6601379225,Success,CUS71518,Auto,Triveni Nagar,MI Road,5.85,4.02,0,0,0,,410,6.88,4.3,4.22,Wallet
2026-01-14,02:23:46,CNR2035138262,Success,CUS59374,Auto,Murlipura,Jawahar Nagar,7.48,10.82,0,0,0,,1392,7.09,4.57,4.32,Wallet
2026-01-30,20:07:17,CNR6238229861,Cancelled by Driver,CUS98484,Bike,Sawai Ram Singh Road,Gopalpura,,,0,1,0,,768,,,,Credit Card
2026-01-25,21:26:27,CNR1182766497,Cancelled by Customer,CUS43634,Cab Priority,Kalwar Road,Adarsh Nagar,,,1,0,0,,104,,,,Debit Card
2026-01-11,04:02:15,CNR1164389394,Success,CUS60256,Cab Premium,Amer,Bani Park,10.86,11.24,0,0,0,,272,4.14,3.99,4.95,Net Banking
2026-01-06,06:36:30,CNR5245877567,Success,CUS42100,Cab Premium,Jawahar Nagar,Vidhyadhar Nagar,6.06,11.74,0,0,0,,571,11.27,3.64,3.85,Net Banking
2026-01-25,17:29:57,CNR8282556591,Success,CUS78077,Cab Economy,Transport Nagar,Mahesh Nagar,11.04,12.77,0,0,0,,495,17.64,4.54,4.51,Net Banking
2026-01-13,09:52:06,CNR1605238320,Success,CUS11613,Auto,Sawai Ram Singh Road,Jagatpura,10.7,7.65,0,0,0,,332,9.02,4.53,4.18,Credit Card
2026-01-23,00:45:14,CNR8199952076,Success,CUS60370,Cab Economy,Pratap Nagar,Vidhyadhar Nagar,9.15,5.77,0,0,0,,427,8.71,4.73,3.53,Wallet
2026-01-26,07:23:40,CNR3428143269,Incomplete,CUS36653,Cab XL,Murlipura,Chitrakoot,,,0,0,1,Other Issue,965,,,,Credit Card
2026-01-28,23:42:07,CNR5598307113,Success,CUS73540,Cab Economy,C-Scheme,Triveni Nagar,2.51,7.48,0,0,0,,338,17.47,4.52,4.27,Credit Card
2026-01-12,08:43:18,CNR8959989996,Success,CUS32734,Cab Priority,Tonk Road,Transport Nagar,11.01,14.01,0,0,0,,342,9.18,4.56,4.24,Net Banking
2026-01-09,09:39:44,CNR9216949431,Success,CUS81526,Bike,Mahesh Nagar,Sawai Ram Singh Road,11.27,5.54,0,0,0,,1034,6.01,4.36,3.51,Debit Card
2026-01-01,20:29:39,CNR4878740107,Success,CUS69472,Cab Economy,Mahesh Nagar,Narayan Singh Circle,5.92,12.33,0,0,0,,394,12.0,3.68,4.24,Cash
2026-01-10,06:00:05,CNR6969694148,Success,CUS96538,Cab Premium,Mansarovar,Brahmpuri,7.17,8.31,0,0,0,,492,17.99,3.69,3.99,Wallet
2026-01-28,23:49:59,CNR4858450835,Incomplete,CUS62348,Cab Economy,Shastri Nagar,Barkat Nagar,,,0,0,1,Other Issue,455,,,,Wallet
2026-01-30,06:54:33,CNR2896470930,Success,CUS50286,Bike,Sanganer,Transport Nagar,11.58,5.79,0,0,0,,253,13.69,4.14,3.75,Debit Card
